Potential applied (V)	WE(1).Current (A)
0.6231689453125	9.814453125E-06
0.6256103515625	1.03607177734375E-05
0.6280517578125	1.09710693359375E-05
0.6304931640625	1.15570068359375E-05
0.6329345703125	1.2164306640625E-05
0.6353759765625	1.27288818359375E-05
0.6378173828125	1.331787109375E-05
0.6402587890625	1.392822265625E-05
0.6427001953125	1.45751953125E-05
0.6451416015625	1.522216796875E-05
0.6475830078125	1.59210205078125E-05
0.6500244140625	1.6619873046875E-05
0.6524658203125	1.737060546875E-05
0.6549072265625	1.81396484375E-05
0.6573486328125	1.900634765625E-05
0.6597900390625	1.99249267578125E-05
0.6622314453125	2.09197998046875E-05
0.6646728515625	2.19390869140625E-05
0.6671142578125	2.296142578125E-05
0.6695556640625	2.39959716796875E-05
0.6719970703125	2.501220703125E-05
0.6744384765625	2.6043701171875E-05
0.6768798828125	2.713623046875E-05
0.6793212890625	2.825927734375E-05
0.6817626953125	2.9364013671875E-05
0.6842041015625	3.05419921875E-05
0.6866455078125	3.175048828125E-05
0.6890869140625	3.299560546875E-05
0.6915283203125	3.43536376953125E-05
0.6939697265625	3.57574462890625E-05
0.6964111328125	3.72039794921875E-05
0.6988525390625	3.87359619140625E-05
0.7012939453125	4.0252685546875E-05
0.7037353515625	4.17266845703125E-05
0.7061767578125	4.32159423828125E-05
0.7086181640625	4.48455810546875E-05
0.7110595703125	4.64111328125E-05
0.7135009765625	4.8004150390625E-05
0.7159423828125	4.96826171875E-05
0.7183837890625	5.1605224609375E-05
0.7208251953125	5.3375244140625E-05
0.7232666015625	5.5206298828125E-05
0.7257080078125	5.72509765625E-05
0.7281494140625	5.9234619140625E-05
0.7305908203125	6.14013671875E-05
0.7330322265625	6.35986328125E-05
0.7354736328125	6.5887451171875E-05
0.7379150390625	6.817626953125E-05
0.7403564453125	7.0343017578125E-05
0.7427978515625	7.2723388671875E-05
0.7452392578125	7.550048828125E-05
0.7476806640625	7.806396484375E-05
0.7501220703125	8.0657958984375E-05
0.7525634765625	8.31298828125E-05
0.7550048828125	8.5723876953125E-05
0.7574462890625	8.8531494140625E-05
0.7598876953125	9.210205078125E-05
0.7623291015625	9.5367431640625E-05
0.7647705078125	9.930419921875E-05
0.7672119140625	0.000102752685546875
0.7696533203125	0.000106231689453125
0.7720947265625	0.000110260009765625
0.7745361328125	0.00011419677734375
0.7769775390625	0.0001177978515625
0.7794189453125	0.000122039794921875
0.7818603515625	0.00012628173828125
0.7843017578125	0.0001309814453125
0.7867431640625	0.000135498046875
0.7891845703125	0.000141357421875
0.7916259765625	0.000146026611328125
0.7940673828125	0.00015118408203125
0.7965087890625	0.00015753173828125
0.7989501953125	0.000163238525390625
0.8013916015625	0.000169403076171875
0.8038330078125	0.0001756591796875
0.8062744140625	0.000181884765625
0.8087158203125	0.000188629150390625
0.8111572265625	0.000195098876953125
0.8135986328125	0.000202392578125
0.8160400390625	0.00020977783203125
0.8184814453125	0.000217193603515625
0.8209228515625	0.000225311279296875
0.8233642578125	0.000233856201171875
0.8258056640625	0.000242919921875
0.8282470703125	0.000251739501953125
0.8306884765625	0.00026092529296875
0.8331298828125	0.00026995849609375
0.8355712890625	0.0002802734375
0.8380126953125	0.000290771484375
0.8404541015625	0.000302398681640625
0.8428955078125	0.000316680908203125
0.8453369140625	0.0003284912109375
0.8477783203125	0.000339019775390625
0.8502197265625	0.000350677490234375
0.8526611328125	0.00036236572265625
0.8551025390625	0.0003739013671875
0.8575439453125	0.000386627197265625
0.8599853515625	0.00040093994140625
0.8624267578125	0.00041632080078125
0.8648681640625	0.000428680419921875
0.8673095703125	0.00044158935546875
0.8697509765625	0.00045587158203125
0.8721923828125	0.000469512939453125
0.8746337890625	0.000483917236328125
0.8770751953125	0.000499267578125
0.8795166015625	0.0005169677734375
0.8819580078125	0.000533447265625
0.8843994140625	0.000550537109375
0.8868408203125	0.0005657958984375
0.8892822265625	0.0005841064453125
0.8917236328125	0.000604248046875
0.8941650390625	0.0006182861328125
0.8966064453125	0.0006329345703125
0.8990478515625	0.0006524658203125
0.9014892578125	0.00066925048828125
